                         vars   n     mean       sd   median  trimmed      mad      min      max    range  skew kurtosis       se
PUI.PUI3                 |                 PUI.PUI4 |  0.64 | [ 0.58,  0.69] | 18.06 | 477 | < .001***
PUI.PUI3                 |                 PUI.PUI5 |  0.67 | [ 0.62,  0.72] | 19.63 | 477 | < .001***
PUI.PUI3                 |                 PUI.PUI6 |  0.38 | [ 0.30,  0.46] |  9.03 | 477 | < .001***
PUI.PUI3                 |                 PUI.PUI7 |  0.61 | [ 0.55,  0.67] | 16.95 | 477 | < .001***
PUI.PUI3                 |                 PUI.PUI8 |  0.65 | [ 0.59,  0.70] | 18.68 | 477 | < .001***
PUI.PUI3                 |                 TKR.TKR1 |  0.25 | [ 0.16,  0.33] |  5.65 | 477 | < .001***
PUI.PUI3                 |                 TKR.TKR2 |  0.33 | [ 0.24,  0.41] |  7.57 | 477 | < .001***
PUI.PUI3                 |                 TKR.TKR3 |  0.39 | [ 0.31,  0.46] |  9.18 | 477 | < .001***
PUI.PUI3                 |                 TKR.TKR4 |  0.21 | [ 0.12,  0.29] |  4.70 | 477 | 0.020*   
PUI.PUI3                 |                 WEI.WEI1 |  0.47 | [ 0.40,  0.54] | 11.72 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI2 |  0.52 | [ 0.45,  0.58] | 13.37 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI3 |  0.46 | [ 0.39,  0.53] | 11.29 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI4 |  0.47 | [ 0.39,  0.53] | 11.52 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI5 |  0.48 | [ 0.41,  0.55] | 12.03 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI6 |  0.47 | [ 0.40,  0.54] | 11.62 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI7 |  0.43 | [ 0.35,  0.50] | 10.27 | 477 | < .001***
PUI.PUI3                 |                 WEI.WEI8 |  0.52 | [ 0.45,  0.58] | 13.22 | 477 | < .001***
PUI.PUI3                 |       PERCEPTION.PROJPOS |  0.28 | [ 0.19,  0.36] |  6.33 | 476 | < .001***
PUI.PUI3                 |         PERCEPTION.DTPOS |  0.27 | [ 0.18,  0.35] |  6.01 | 475 | < .001***
PUI.PUI3                 |            WORKPACE.SQ01 |  0.29 | [ 0.20,  0.37] |  6.59 | 475 | < .001***
PUI.PUI3                 |                 AUTONOMY |  0.22 | [ 0.13,  0.30] |  4.88 | 475 | 0.008**  
PUI.PUI4                 |                 PUI.PUI5 |  0.58 | [ 0.52,  0.64] | 15.55 | 477 | < .001***
PUI.PUI4                 |                 PUI.PUI6 |  0.33 | [ 0.25,  0.41] |  7.71 | 477 | < .001***
PUI.PUI4                 |                 PUI.PUI7 |  0.57 | [ 0.51,  0.63] | 15.12 | 477 | < .001***
PUI.PUI4                 |                 PUI.PUI8 |  0.62 | [ 0.56,  0.67] | 17.28 | 477 | < .001***
PUI.PUI4                 |                 TKR.TKR1 |  0.26 | [ 0.18,  0.35] |  6.00 | 477 | < .001***
PUI.PUI4                 |                 TKR.TKR2 |  0.29 | [ 0.20,  0.37] |  6.54 | 477 | < .001***
PUI.PUI4                 |                 TKR.TKR3 |  0.37 | [ 0.29,  0.44] |  8.61 | 477 | < .001***
PUI.PUI4                 |                 TKR.TKR4 |  0.26 | [ 0.17,  0.34] |  5.76 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI1 |  0.48 | [ 0.40,  0.54] | 11.85 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI2 |  0.53 | [ 0.46,  0.59] | 13.53 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI3 |  0.47 | [ 0.40,  0.54] | 11.57 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI4 |  0.48 | [ 0.41,  0.55] | 12.04 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI5 |  0.47 | [ 0.40,  0.54] | 11.79 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI6 |  0.42 | [ 0.35,  0.49] | 10.21 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI7 |  0.47 | [ 0.40,  0.54] | 11.58 | 477 | < .001***
PUI.PUI4                 |                 WEI.WEI8 |  0.48 | [ 0.40,  0.54] | 11.79 | 477 | < .001***
PUI.PUI4                 |       PERCEPTION.PROJPOS |  0.29 | [ 0.20,  0.37] |  6.59 | 476 | < .001***
PUI.PUI4                 |         PERCEPTION.DTPOS |  0.28 | [ 0.19,  0.36] |  6.28 | 475 | < .001***
PUI.PUI4                 |            WORKPACE.SQ01 |  0.30 | [ 0.22,  0.38] |  6.95 | 475 | < .001***
PUI.PUI4                 |                 AUTONOMY |  0.22 | [ 0.13,  0.30] |  4.84 | 475 | 0.010*   
PUI.PUI5                 |                 PUI.PUI6 |  0.39 | [ 0.31,  0.46] |  9.29 | 477 | < .001***
PUI.PUI5                 |                 PUI.PUI7 |  0.66 | [ 0.61,  0.71] | 19.44 | 477 | < .001***
PUI.PUI5                 |                 PUI.PUI8 |  0.62 | [ 0.56,  0.67] | 17.32 | 477 | < .001***
PUI.PUI5                 |                 TKR.TKR1 |  0.28 | [ 0.19,  0.36] |  6.35 | 477 | < .001***
PUI.PUI5                 |                 TKR.TKR2 |  0.33 | [ 0.24,  0.41] |  7.57 | 477 | < .001***
PUI.PUI5                 |                 TKR.TKR3 |  0.41 | [ 0.33,  0.48] |  9.84 | 477 | < .001***
PUI.PUI5                 |                 TKR.TKR4 |  0.27 | [ 0.19,  0.35] |  6.16 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI1 |  0.52 | [ 0.45,  0.58] | 13.22 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI2 |  0.60 | [ 0.54,  0.65] | 16.38 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI3 |  0.45 | [ 0.38,  0.52] | 11.08 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI4 |  0.54 | [ 0.48,  0.60] | 14.11 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI5 |  0.51 | [ 0.44,  0.57] | 12.88 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI6 |  0.46 | [ 0.39,  0.53] | 11.45 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI7 |  0.48 | [ 0.41,  0.54] | 11.90 | 477 | < .001***
PUI.PUI5                 |                 WEI.WEI8 |  0.49 | [ 0.42,  0.56] | 12.31 | 477 | < .001***
PUI.PUI5                 |       PERCEPTION.PROJPOS |  0.28 | [ 0.20,  0.36] |  6.45 | 476 | < .001***
PUI.PUI5                 |         PERCEPTION.DTPOS |  0.21 | [ 0.13,  0.30] |  4.74 | 475 | 0.016*   
PUI.PUI5                 |            WORKPACE.SQ01 |  0.32 | [ 0.24,  0.40] |  7.39 | 475 | < .001***
PUI.PUI5                 |                 AUTONOMY |  0.24 | [ 0.15,  0.32] |  5.42 | 475 | < .001***
PUI.PUI5                 |                MEASURES2 |  0.33 | [ 0.22,  0.44] |  5.57 | 248 | < .001***
PUI.PUI6                 |                 PUI.PUI7 |  0.43 | [ 0.35,  0.50] | 10.33 | 477 | < .001***
PUI.PUI6                 |                 PUI.PUI8 |  0.33 | [ 0.25,  0.41] |  7.72 | 477 | < .001***
PUI.PUI6                 |                 TKR.TKR1 |  0.36 | [ 0.28,  0.43] |  8.39 | 477 | < .001***
PUI.PUI6                 |                 TKR.TKR2 |  0.36 | [ 0.28,  0.44] |  8.41 | 477 | < .001***
PUI.PUI6                 |                 TKR.TKR3 |  0.38 | [ 0.30,  0.46] |  9.00 | 477 | < .001***
PUI.PUI6                 |                 TKR.TKR4 |  0.36 | [ 0.28,  0.44] |  8.49 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI1 |  0.37 | [ 0.29,  0.44] |  8.67 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI2 |  0.39 | [ 0.31,  0.46] |  9.13 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI3 |  0.40 | [ 0.32,  0.47] |  9.53 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI4 |  0.40 | [ 0.32,  0.47] |  9.53 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI5 |  0.49 | [ 0.42,  0.55] | 12.17 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI6 |  0.37 | [ 0.29,  0.44] |  8.69 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI7 |  0.47 | [ 0.40,  0.54] | 11.63 | 477 | < .001***
PUI.PUI6                 |                 WEI.WEI8 |  0.48 | [ 0.41,  0.55] | 12.08 | 477 | < .001***
PUI.PUI6                 |            WORKPACE.SQ01 |  0.27 | [ 0.19,  0.35] |  6.17 | 475 | < .001***
PUI.PUI6                 |                 AUTONOMY |  0.22 | [ 0.14,  0.31] |  4.99 | 475 | 0.005**  
PUI.PUI6                 |                 MEASURES |  0.30 | [ 0.22,  0.38] |  6.96 | 477 | < .001***
PUI.PUI6                 |                MEASURES2 |  0.30 | [ 0.19,  0.41] |  5.00 | 248 | 0.006**  
PUI.PUI7                 |                 PUI.PUI8 |  0.62 | [ 0.56,  0.67] | 17.14 | 477 | < .001***
PUI.PUI7                 |                 TKR.TKR1 |  0.28 | [ 0.19,  0.36] |  6.28 | 477 | < .001***
PUI.PUI7                 |                 TKR.TKR2 |  0.34 | [ 0.26,  0.42] |  7.95 | 477 | < .001***
PUI.PUI7                 |                 TKR.TKR3 |  0.39 | [ 0.31,  0.46] |  9.24 | 477 | < .001***
PUI.PUI7                 |                 TKR.TKR4 |  0.26 | [ 0.17,  0.34] |  5.87 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI1 |  0.50 | [ 0.43,  0.56] | 12.53 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI2 |  0.57 | [ 0.51,  0.63] | 15.22 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI3 |  0.51 | [ 0.44,  0.57] | 13.01 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI4 |  0.56 | [ 0.50,  0.62] | 14.82 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI5 |  0.50 | [ 0.43,  0.56] | 12.54 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI6 |  0.44 | [ 0.37,  0.51] | 10.77 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI7 |  0.53 | [ 0.46,  0.59] | 13.59 | 477 | < .001***
PUI.PUI7                 |                 WEI.WEI8 |  0.49 | [ 0.42,  0.56] | 12.38 | 477 | < .001***
PUI.PUI7                 |       PERCEPTION.PROJPOS |  0.31 | [ 0.23,  0.39] |  7.18 | 476 | < .001***
PUI.PUI7                 |         PERCEPTION.DTPOS |  0.23 | [ 0.14,  0.31] |  5.17 | 475 | 0.002**  
PUI.PUI7                 |            WORKPACE.SQ01 |  0.28 | [ 0.20,  0.36] |  6.41 | 475 | < .001***
PUI.PUI7                 |                 AUTONOMY |  0.25 | [ 0.17,  0.33] |  5.68 | 475 | < .001***
PUI.PUI8                 |                 TKR.TKR1 |  0.26 | [ 0.17,  0.34] |  5.80 | 477 | < .001***
PUI.PUI8                 |                 TKR.TKR2 |  0.26 | [ 0.17,  0.34] |  5.78 | 477 | < .001***
PUI.PUI8                 |                 TKR.TKR3 |  0.37 | [ 0.29,  0.45] |  8.82 | 477 | < .001***
PUI.PUI8                 |                 TKR.TKR4 |  0.21 | [ 0.12,  0.29] |  4.67 | 477 | 0.023*   
PUI.PUI8                 |                 WEI.WEI1 |  0.54 | [ 0.47,  0.60] | 13.95 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI2 |  0.53 | [ 0.46,  0.59] | 13.73 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI3 |  0.44 | [ 0.37,  0.51] | 10.83 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI4 |  0.52 | [ 0.45,  0.58] | 13.13 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI5 |  0.46 | [ 0.38,  0.53] | 11.23 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI6 |  0.41 | [ 0.33,  0.48] |  9.71 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI7 |  0.44 | [ 0.37,  0.51] | 10.84 | 477 | < .001***
PUI.PUI8                 |                 WEI.WEI8 |  0.46 | [ 0.39,  0.53] | 11.39 | 477 | < .001***
PUI.PUI8                 |       PERCEPTION.PROJPOS |  0.30 | [ 0.22,  0.38] |  6.93 | 476 | < .001***
PUI.PUI8                 |         PERCEPTION.DTPOS |  0.26 | [ 0.18,  0.35] |  5.97 | 475 | < .001***
PUI.PUI8                 |            WORKPACE.SQ01 |  0.31 | [ 0.23,  0.39] |  7.10 | 475 | < .001***
TKR.TKR1                 |                 TKR.TKR2 |  0.65 | [ 0.60,  0.70] | 18.91 | 477 | < .001***
TKR.TKR1                 |                 TKR.TKR3 |  0.57 | [ 0.50,  0.63] | 15.04 | 477 | < .001***
TKR.TKR1                 |                 TKR.TKR4 |  0.61 | [ 0.55,  0.67] | 16.99 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI1 |  0.33 | [ 0.24,  0.40] |  7.51 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI2 |  0.28 | [ 0.19,  0.36] |  6.35 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI3 |  0.29 | [ 0.21,  0.37] |  6.70 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI4 |  0.26 | [ 0.17,  0.34] |  5.89 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI5 |  0.39 | [ 0.31,  0.46] |  9.12 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI6 |  0.26 | [ 0.18,  0.34] |  5.92 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI7 |  0.38 | [ 0.30,  0.45] |  8.95 | 477 | < .001***
TKR.TKR1                 |                 WEI.WEI8 |  0.35 | [ 0.27,  0.43] |  8.19 | 477 | < .001***
TKR.TKR1                 |            WORKPACE.SQ01 |  0.20 | [ 0.12,  0.29] |  4.52 | 475 | 0.045*   
TKR.TKR1                 |                 MEASURES |  0.22 | [ 0.14,  0.31] |  5.02 | 477 | 0.004**  
TKR.TKR1                 |                  WEITime | -0.21 | [-0.30, -0.12] | -4.72 | 477 | 0.018*   
TKR.TKR2                 |                 TKR.TKR3 |  0.63 | [ 0.57,  0.68] | 17.57 | 477 | < .001***
TKR.TKR2                 |                 TKR.TKR4 |  0.58 | [ 0.52,  0.64] | 15.59 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI1 |  0.32 | [ 0.24,  0.40] |  7.45 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI2 |  0.35 | [ 0.27,  0.42] |  8.07 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI3 |  0.30 | [ 0.22,  0.38] |  6.98 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI4 |  0.34 | [ 0.25,  0.41] |  7.78 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI5 |  0.44 | [ 0.36,  0.51] | 10.63 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI6 |  0.35 | [ 0.27,  0.43] |  8.19 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI7 |  0.37 | [ 0.29,  0.44] |  8.58 | 477 | < .001***
TKR.TKR2                 |                 WEI.WEI8 |  0.38 | [ 0.30,  0.46] |  9.08 | 477 | < .001***
TKR.TKR2                 |            WORKPACE.SQ01 |  0.28 | [ 0.20,  0.36] |  6.40 | 475 | < .001***
TKR.TKR2                 |                 AUTONOMY |  0.22 | [ 0.14,  0.31] |  4.96 | 475 | 0.006**  
TKR.TKR2                 |                 MEASURES |  0.25 | [ 0.16,  0.33] |  5.55 | 477 | < .001***
TKR.TKR3                 |                 TKR.TKR4 |  0.56 | [ 0.49,  0.62] | 14.62 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI1 |  0.37 | [ 0.29,  0.45] |  8.75 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI2 |  0.39 | [ 0.31,  0.46] |  9.17 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI3 |  0.35 | [ 0.27,  0.43] |  8.14 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI4 |  0.36 | [ 0.28,  0.44] |  8.49 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI5 |  0.48 | [ 0.41,  0.55] | 11.95 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI6 |  0.37 | [ 0.29,  0.44] |  8.70 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI7 |  0.42 | [ 0.34,  0.49] | 10.00 | 477 | < .001***
TKR.TKR3                 |                 WEI.WEI8 |  0.44 | [ 0.36,  0.51] | 10.64 | 477 | < .001***
TKR.TKR3                 |            WORKPACE.SQ01 |  0.28 | [ 0.19,  0.36] |  6.31 | 475 | < .001***
TKR.TKR4                 |                 WEI.WEI1 |  0.27 | [ 0.19,  0.35] |  6.13 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI2 |  0.26 | [ 0.17,  0.34] |  5.85 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI3 |  0.28 | [ 0.20,  0.36] |  6.42 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI4 |  0.24 | [ 0.16,  0.32] |  5.44 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI5 |  0.41 | [ 0.33,  0.48] |  9.70 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI6 |  0.32 | [ 0.24,  0.40] |  7.38 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI7 |  0.40 | [ 0.32,  0.47] |  9.49 | 477 | < .001***
TKR.TKR4                 |                 WEI.WEI8 |  0.37 | [ 0.29,  0.44] |  8.61 | 477 | < .001***
TKR.TKR4                 |            WORKPACE.SQ01 |  0.20 | [ 0.12,  0.29] |  4.54 | 475 | 0.041*   
TKR.TKR4                 |                MEASURES2 |  0.29 | [ 0.17,  0.40] |  4.76 | 248 | 0.019*   
WEI.WEI1                 |                 WEI.WEI2 |  0.59 | [ 0.53,  0.65] | 16.13 | 477 | < .001***
WEI.WEI1                 |                 WEI.WEI3 |  0.53 | [ 0.46,  0.59] | 13.50 | 477 | < .001***
WEI.WEI1                 |                 WEI.WEI4 |  0.65 | [ 0.59,  0.70] | 18.49 | 477 | < .001***
WEI.WEI1                 |                 WEI.WEI5 |  0.51 | [ 0.44,  0.57] | 12.96 | 477 | < .001***
WEI.WEI1                 |                 WEI.WEI6 |  0.53 | [ 0.46,  0.59] | 13.73 | 477 | < .001***
WEI.WEI1                 |                 WEI.WEI7 |  0.52 | [ 0.45,  0.58] | 13.22 | 477 | < .001***
WEI.WEI1                 |                 WEI.WEI8 |  0.53 | [ 0.46,  0.59] | 13.64 | 477 | < .001***
WEI.WEI1                 |            WORKPACE.SQ01 |  0.28 | [ 0.20,  0.36] |  6.42 | 475 | < .001***
WEI.WEI1                 |                 AUTONOMY |  0.25 | [ 0.16,  0.33] |  5.60 | 475 | < .001***
WEI.WEI2                 |                 WEI.WEI3 |  0.52 | [ 0.46,  0.59] | 13.47 | 477 | < .001***
WEI.WEI2                 |                 WEI.WEI4 |  0.55 | [ 0.49,  0.61] | 14.55 | 477 | < .001***
WEI.WEI2                 |                 WEI.WEI5 |  0.55 | [ 0.48,  0.61] | 14.27 | 477 | < .001***
WEI.WEI2                 |                 WEI.WEI6 |  0.50 | [ 0.44,  0.57] | 12.78 | 477 | < .001***
WEI.WEI2                 |                 WEI.WEI7 |  0.50 | [ 0.43,  0.57] | 12.75 | 477 | < .001***
WEI.WEI2                 |                 WEI.WEI8 |  0.57 | [ 0.51,  0.63] | 15.16 | 477 | < .001***
WEI.WEI2                 |       PERCEPTION.PROJPOS |  0.25 | [ 0.16,  0.33] |  5.62 | 476 | < .001***
WEI.WEI2                 |            WORKPACE.SQ01 |  0.30 | [ 0.21,  0.37] |  6.73 | 475 | < .001***
WEI.WEI2                 |                 AUTONOMY |  0.29 | [ 0.20,  0.37] |  6.50 | 475 | < .001***
WEI.WEI2                 |                MEASURES2 |  0.28 | [ 0.16,  0.39] |  4.57 | 248 | 0.043*   
WEI.WEI3                 |                 WEI.WEI4 |  0.59 | [ 0.53,  0.65] | 16.06 | 477 | < .001***
WEI.WEI3                 |                 WEI.WEI5 |  0.56 | [ 0.50,  0.62] | 14.94 | 477 | < .001***
WEI.WEI3                 |                 WEI.WEI6 |  0.52 | [ 0.45,  0.58] | 13.30 | 477 | < .001***
WEI.WEI3                 |                 WEI.WEI7 |  0.56 | [ 0.49,  0.61] | 14.59 | 477 | < .001***
WEI.WEI3                 |                 WEI.WEI8 |  0.60 | [ 0.54,  0.66] | 16.53 | 477 | < .001***
WEI.WEI3                 |            WORKPACE.SQ01 |  0.27 | [ 0.19,  0.36] |  6.23 | 475 | < .001***
WEI.WEI3                 |                 AUTONOMY |  0.24 | [ 0.15,  0.32] |  5.38 | 475 | < .001***
WEI.WEI3                 |                MEASURES2 |  0.31 | [ 0.19,  0.42] |  5.14 | 248 | 0.003**  
