indicator loadings (>.708)
            IoIT   EoA   EoI   IMG   PEOU   VIS   VOI   PUA   RES   SQR     SR    LS   PPC    PS   PUI   TKR   WEI
WEI.WEI7   0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.614
WEI.WEI8   0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.630


composite reliability
     alpha  rhoC   AVE  rhoA
IoIT 0.662 0.790 0.491 0.698
EoA  0.643 0.780 0.487 0.726
EoI  0.925 0.942 0.734 0.932
IMG  0.859 0.914 0.780 0.859
PEOU 0.866 0.903 0.652 0.866
VIS  0.801 0.883 0.715 0.804
VOI  0.849 0.909 0.768 0.852
PUA  0.913 0.931 0.657 0.913
RES  0.715 0.840 0.636 0.719
SQR  0.778 0.871 0.692 0.778
SR   0.897 0.928 0.764 0.901
LS   0.894 0.915 0.574 0.895
PPC  0.856 0.893 0.581 0.858
PS   0.939 0.948 0.623 0.940
PUI  0.915 0.932 0.661 0.915
TKR  0.842 0.894 0.678 0.842
WEI  0.904 0.923 0.599 0.905

Alpha, rhoC, and rhoA should exceed 0.7 while AVE should exceed 0.5


HTMT (lavaan/semTools)
       IMG  PEOU   VIS   VOI   PUA   RES   SQR    SR    LS   PPC    PS   PUI   TKR   WEI
IMG  1.000                                                                              
PEOU 0.347 1.000                                                                        
VIS  0.428 0.557 1.000                                                                  
VOI  0.595 0.091 0.266 1.000                                                            
PUA  0.373 0.770 0.516 0.110 1.000                                                      
RES  0.330 0.790 0.503 0.091 0.739 1.000                                                
SQR  0.597 0.375 0.319 0.434 0.415 0.369 1.000                                          
SR   0.529 0.050 0.121 0.611 0.095 0.048 0.546 1.000                                    
LS   0.536 0.707 0.523 0.260 0.845 0.679 0.525 0.227 1.000                              
PPC  0.519 0.728 0.528 0.291 0.795 0.696 0.528 0.219 0.825 1.000                        
PS   0.369 0.762 0.518 0.092 0.903 0.754 0.413 0.098 0.821 0.768 1.000                  
PUI  0.391 0.780 0.514 0.091 0.936 0.756 0.402 0.078 0.835 0.827 0.901 1.000            
TKR  0.613 0.454 0.363 0.540 0.483 0.424 0.567 0.465 0.549 0.593 0.478 0.491 1.000      
WEI  0.531 0.738 0.598 0.257 0.834 0.715 0.534 0.263 0.862 0.778 0.825 0.838 0.595 1.000
